City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
219,epinal,48.1833,6.45,39.2,93,75,17.27,FR,2021-01-23 17:47:44
220,pemba,-12.974,40.5178,82.4,89,40,12.66,MZ,2021-01-23 17:47:45
221,grand island,40.925,-98.342,27.0,63,90,10.36,US,2021-01-23 17:47:22
222,chokurdakh,70.6333,147.9167,-36.74,83,95,5.91,RU,2021-01-23 17:47:45
223,griffith,41.5284,-87.4237,27.0,54,1,10.36,US,2021-01-23 17:47:46
224,tuatapere,-46.1333,167.6833,53.01,88,96,5.01,NZ,2021-01-23 17:47:46
225,kavaratti,10.5669,72.642,81.46,71,6,9.35,IN,2021-01-23 17:47:46
226,bayir,37.2687,28.2167,51.8,93,75,4.61,TR,2021-01-23 17:47:46
227,buxar,25.5833,83.9833,55.44,62,0,3.56,IN,2021-01-23 17:47:46
228,matara,5.9485,80.5353,74.52,87,13,8.75,LK,2021-01-23 17:43:44
229,half moon bay,37.4636,-122.4286,50.0,76,75,6.33,US,2021-01-23 17:47:47
230,port moresby,-9.4431,147.1797,77.0,94,40,5.75,PG,2021-01-23 17:45:41
231,along,28.1667,94.7667,51.12,65,0,1.97,IN,2021-01-23 17:47:47
232,rochegda,62.8,43.25,8.26,95,100,11.77,RU,2021-01-23 17:47:47
233,mahon,39.8885,4.2658,53.6,62,0,14.97,ES,2021-01-23 17:47:47
234,shimoda,34.6667,138.95,37.99,95,100,1.99,JP,2021-01-23 17:47:48
235,krasnoselkup,65.7,82.4667,-41.28,75,40,7.43,RU,2021-01-23 17:47:48
236,esik,43.3552,77.4525,21.2,53,90,4.47,KZ,2021-01-23 17:47:48
237,smithfield,41.922,-71.5495,30.99,46,20,11.5,US,2021-01-23 17:47:48
238,halifax,44.6453,-63.5724,30.99,80,89,3.44,CA,2021-01-23 17:46:23
239,khani,41.9563,42.9566,35.6,51,0,6.91,GE,2021-01-23 17:47:48
240,bontang,0.1333,117.5,77.22,85,100,4.56,ID,2021-01-23 17:47:01
241,tornio,65.8481,24.1466,12.2,85,90,10.36,FI,2021-01-23 17:47:49
242,mbanza-ngungu,-5.25,14.8667,68.85,98,100,3.04,CD,2021-01-23 17:47:49
243,lorengau,-2.0226,147.2712,80.53,73,62,4.52,PG,2021-01-23 17:47:49
244,diego de almagro,-26.3667,-70.05,87.4,17,0,15.73,CL,2021-01-23 17:47:49
245,belyy yar,53.6039,91.3903,3.2,66,0,4.47,RU,2021-01-23 17:47:50
246,nanortalik,60.1432,-45.2371,24.84,88,0,5.68,GL,2021-01-23 17:47:50
247,dikson,73.5069,80.5464,-18.47,90,96,4.63,RU,2021-01-23 17:47:50
248,riorges,46.0418,4.0497,42.01,87,75,12.66,FR,2021-01-23 17:47:50
249,rawson,-43.3002,-65.1023,70.54,54,0,20.2,AR,2021-01-23 17:47:50
250,dori,14.0354,-0.0345,77.7,15,2,8.57,BF,2021-01-23 17:47:50
251,husavik,66.0449,-17.3389,30.2,86,90,24.16,IS,2021-01-23 17:46:25
252,kysyl-syr,63.8986,122.7617,-56.78,55,52,4.88,RU,2021-01-23 17:47:50
253,vestmannaeyjar,63.4427,-20.2734,30.2,69,20,21.85,IS,2021-01-23 17:47:51
254,kloulklubed,7.0419,134.2556,78.8,94,75,5.75,PW,2021-01-23 17:45:59
255,sola,-13.8833,167.55,81.84,80,98,14.36,VU,2021-01-23 17:47:51
256,pedregulho,-20.2569,-47.4767,79.47,60,100,5.39,BR,2021-01-23 17:47:51
257,coihaique,-45.5752,-72.0662,66.2,26,0,5.75,CL,2021-01-23 17:47:51
258,provideniya,64.3833,-173.3,5.76,84,99,3.4,RU,2021-01-23 17:47:52
259,nome,64.5011,-165.4064,33.8,86,90,4.61,US,2021-01-23 17:46:03
260,sijunjung,-0.6876,100.9537,72.97,90,95,0.63,ID,2021-01-23 17:47:52
261,conde,-7.2597,-34.9075,86.0,58,75,18.41,BR,2021-01-23 17:47:52
262,lac du bonnet,50.2536,-96.0612,21.99,100,99,8.99,CA,2021-01-23 17:47:52
263,lagoa,39.05,-27.9833,61.99,84,100,12.08,PT,2021-01-23 17:47:52
264,ust-uda,54.1742,103.0304,0.09,90,100,3.04,RU,2021-01-23 17:47:53
265,airai,-8.9266,125.4092,62.42,100,96,2.13,TL,2021-01-23 17:47:53
