City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Elko,US,2021-01-19 17:06:34,41.0002,-115.5012,28.99,62,0,15.01
293,Aktau,KZ,2021-01-19 17:06:35,43.65,51.2,26.6,74,0,8.95
294,Westport,US,2021-01-19 17:06:35,41.1415,-73.3579,41.0,60,1,8.05
295,Bubaque,GW,2021-01-19 17:06:35,11.2833,-15.8333,82.4,50,18,5.99
296,Turangi,NZ,2021-01-19 17:06:35,-39.0,175.9333,55.0,93,85,1.01
297,Urumqi,CN,2021-01-19 17:06:35,43.801,87.6005,1.4,92,99,2.55
298,Trebukhiv,UA,2021-01-19 17:06:35,50.4843,30.903,8.01,84,92,2.24
299,Goderich,CA,2021-01-19 17:06:35,43.7501,-81.7165,28.4,69,88,20.71
300,Tsiroanomandidy,MG,2021-01-19 17:06:36,-18.7667,46.0333,74.53,82,65,5.75
301,Yantongshan,CN,2021-01-19 17:06:36,43.2919,126.0094,0.73,85,35,6.58
302,Seoul,KR,2021-01-19 17:03:31,37.5683,126.9778,17.6,67,0,2.3
303,Tuatapere,NZ,2021-01-19 17:06:36,-46.1333,167.6833,46.0,86,99,11.99
304,Castlemaine,AU,2021-01-19 17:06:37,-37.0667,144.2167,51.01,84,0,3.0
305,Haimen,CN,2021-01-19 17:06:37,23.1935,116.6142,60.8,63,75,2.24
306,Luwuk,ID,2021-01-19 17:06:37,-0.9516,122.7875,79.16,79,100,1.68
307,Bethel,US,2021-01-19 17:06:37,41.3712,-73.414,37.4,52,90,5.75
308,Tokur,RU,2021-01-19 17:06:38,53.1333,132.9,-35.7,82,46,3.65
309,Abong Mbang,CM,2021-01-19 17:06:38,3.9833,13.1833,83.28,22,60,2.19
310,Kendari,ID,2021-01-19 17:06:38,-3.945,122.4989,75.67,87,100,3.33
311,Bay Roberts,CA,2021-01-19 17:06:38,47.5999,-53.2648,39.99,78,100,5.01
312,Plettenberg Bay,ZA,2021-01-19 17:06:38,-34.0527,23.3716,69.12,76,62,11.79
313,Namibe,AO,2021-01-19 17:06:11,-15.1961,12.1522,73.62,72,94,12.48
314,Dingle,PH,2021-01-19 17:06:39,10.9995,122.6711,72.32,92,100,5.12
315,Dalbandin,PK,2021-01-19 17:06:39,28.8947,64.4101,61.86,34,0,5.48
316,Barcelos,PT,2021-01-19 17:06:39,41.5388,-8.6151,55.4,71,90,21.85
317,Sovetskiy,RU,2021-01-19 17:03:01,61.3614,63.5842,-16.91,85,0,6.26
318,Sabzevar,IR,2021-01-19 17:03:25,36.2126,57.6819,47.48,51,0,5.37
319,Benghazi,LY,2021-01-19 17:06:40,32.1167,20.0667,57.07,63,83,17.52
320,Laplace,US,2021-01-19 17:06:40,30.0666,-90.4801,69.8,49,1,16.11
321,Xichang,CN,2021-01-19 17:06:40,27.8964,102.2634,42.24,74,4,0.34
322,Leningradskiy,RU,2021-01-19 17:06:40,69.3833,178.4167,-16.91,87,100,14.67
323,Hervey Bay,AU,2021-01-19 17:05:42,-25.2986,152.8535,72.0,89,40,3.0
324,Sechura,PE,2021-01-19 17:06:41,-5.5569,-80.8222,81.63,51,100,6.02
325,Saint Anthony,US,2021-01-19 17:06:41,45.0205,-93.218,16.0,79,90,9.22
326,Chuy,UY,2021-01-19 17:06:41,-33.6971,-53.4616,82.38,36,0,5.61
327,Asfi,MA,2021-01-19 17:03:40,32.2994,-9.2372,58.23,70,67,6.85
328,Sumbe,AO,2021-01-19 17:06:41,-11.2061,13.8437,78.78,69,99,7.72
329,Coihueco,CL,2021-01-19 17:06:41,-36.6167,-71.8333,86.0,39,0,6.91
330,Luganville,VU,2021-01-19 17:06:41,-15.5333,167.1667,79.34,84,88,2.98
331,Esperance,AU,2021-01-19 17:06:42,-33.8667,121.9,73.4,53,11,14.97
332,Solnechnogorsk,RU,2021-01-19 17:06:42,56.1833,36.9833,10.4,85,90,4.47
333,Luebo,CD,2021-01-19 17:06:42,-5.35,21.4167,74.48,88,96,1.95
334,Coquimbo,CL,2021-01-19 17:06:42,-29.9533,-71.3436,66.2,68,20,12.66
335,Tereze,RU,2021-01-19 17:06:42,43.9361,42.4434,14.0,92,56,4.47
336,Eyrarbakki,IS,2021-01-19 17:06:43,63.863,-21.1481,33.8,75,75,18.41
337,Kyra,RU,2021-01-19 17:06:43,49.5776,111.9753,8.94,86,99,1.99
338,Tomakomai,JP,2021-01-19 17:06:43,42.6369,141.6033,10.0,72,20,4.61
339,Ferme-Neuve,CA,2021-01-19 17:06:44,46.7001,-75.4493,12.2,73,99,3.44
340,Balkhash,KZ,2021-01-19 17:06:44,46.844,74.9804,18.9,94,96,3.87
341,Rantepao,ID,2021-01-19 17:06:44,-2.9701,119.8978,66.16,83,100,3.74
342,Chokwe,MZ,2021-01-19 17:06:44,-24.5333,32.9833,78.73,72,91,7.58
343,Namatanai,PG,2021-01-19 17:06:44,-3.6667,152.4333,79.25,83,100,7.36
344,Lucea,JM,2021-01-19 17:06:45,18.451,-78.1736,82.99,69,75,19.57
345,Banes,CU,2021-01-19 17:06:07,20.9625,-75.7186,80.6,65,75,18.41
346,Romitan,UZ,2021-01-19 17:06:45,39.9343,64.3814,46.4,61,0,4.61
347,Charters Towers,AU,2021-01-19 17:06:45,-20.1,146.2667,72.86,90,71,5.32
348,Shenjiamen,CN,2021-01-19 17:06:45,29.9576,122.298,49.87,76,76,11.81
349,Torbay,CA,2021-01-19 17:03:18,47.6666,-52.7314,39.0,87,75,14.97
350,Laguna,US,2021-01-19 17:06:46,38.421,-121.4238,55.0,26,1,20.71
351,Saskylakh,RU,2021-01-19 17:06:46,71.9167,114.0833,-23.15,86,100,6.02
352,Udachnyy,RU,2021-01-19 17:06:46,66.4167,112.4,-56.06,56,92,2.64
353,Khor,RU,2021-01-19 17:06:46,47.8861,134.9464,-14.15,85,0,10.27
354,Bonavista,CA,2021-01-19 17:06:46,48.6499,-53.1147,39.0,87,100,1.14
355,Szydlowiec,PL,2021-01-19 17:06:47,51.2282,20.8611,30.0,83,100,7.72
356,Clyde River,CA,2021-01-19 17:06:47,70.4692,-68.5914,-2.2,92,75,3.44
357,Okha,RU,2021-01-19 17:06:47,53.5739,142.9478,-13.16,81,100,30.42
358,Nyurba,RU,2021-01-19 17:06:47,63.2842,118.3319,-46.39,76,100,8.16
359,Reserva,BR,2021-01-19 17:02:35,-24.6503,-50.8506,71.02,99,99,2.86
360,Guasdualito,VE,2021-01-19 17:06:47,7.2424,-70.7324,88.99,45,23,8.55
361,Hanahan,US,2021-01-19 17:06:48,32.9185,-80.022,60.01,33,1,4.61
362,Elban,RU,2021-01-19 17:06:48,50.1018,136.5094,-13.52,83,0,4.9
363,Ranong,TH,2021-01-19 17:06:48,9.9658,98.6348,72.0,85,85,6.22
364,Palamos,ES,2021-01-19 17:06:49,41.8484,3.1291,53.01,25,0,11.41
365,Ler,SS,2021-01-19 17:06:49,8.3018,30.1418,83.89,18,24,5.17
366,Rawson,AR,2021-01-19 17:06:49,-43.3002,-65.1023,78.91,34,12,4.63
367,Opuwo,NA,2021-01-19 17:06:49,-18.0607,13.84,75.97,50,100,2.53
368,Shingu,JP,2021-01-19 17:06:49,33.7333,135.9833,31.42,90,0,6.91
369,Hadishahr,AZ,2021-01-19 17:06:49,38.8431,45.6635,28.4,100,90,11.5
370,Kathmandu,NP,2021-01-19 17:06:50,27.7167,85.3167,48.2,81,20,4.61
371,Harper,LR,2021-01-19 17:06:50,4.375,-7.7169,82.33,74,16,6.87
372,Talara,PE,2021-01-19 17:06:50,-4.5772,-81.2719,86.0,48,75,11.5
373,Tautira,PF,2021-01-19 17:06:50,-17.7333,-149.15,80.6,74,20,3.44
374,Naze,JP,2021-01-19 17:04:55,28.3667,129.4833,56.43,70,31,8.25
375,Gornopravdinsk,RU,2021-01-19 17:06:51,60.05,69.9,-25.02,84,0,1.72
376,Makat,KZ,2021-01-19 17:06:51,47.6469,53.3463,13.57,93,16,8.75
377,Adrar,MR,2021-01-19 17:06:51,20.5022,-10.0711,74.79,16,5,13.58
378,Ambulu,ID,2021-01-19 17:06:51,-8.345,113.6058,76.14,85,100,1.3
379,Sinnamary,GF,2021-01-19 17:06:51,5.3833,-52.95,81.84,70,76,13.24
380,Ashqelon,IL,2021-01-19 17:06:51,31.6693,34.5715,53.6,82,75,3.44
381,Natal,BR,2021-01-19 17:06:51,-5.795,-35.2094,84.2,65,40,13.8
382,Marica,BR,2021-01-19 17:06:52,-22.9194,-42.8186,89.6,78,20,17.27
383,Riachao Das Neves,BR,2021-01-19 17:06:52,-11.7461,-44.91,87.31,42,26,5.12
384,Chitrakonda,IN,2021-01-19 17:06:52,18.1167,82.0833,64.69,63,0,3.42
385,Omboue,GA,2021-01-19 17:06:52,-1.5746,9.2618,80.87,73,41,5.66
386,Hobyo,SO,2021-01-19 17:06:52,5.3505,48.5268,77.29,76,74,19.95
387,Strezhevoy,RU,2021-01-19 17:06:53,60.7333,77.5889,-27.4,75,0,4.47
388,Gat,IL,2021-01-19 17:06:53,31.61,34.7642,52.0,100,80,10.33
389,Alexandria,EG,2021-01-19 17:06:53,31.2156,29.9553,57.2,58,40,12.66
390,Vao,NC,2021-01-19 17:06:53,-22.6667,167.4833,78.84,84,66,4.05
391,Pangnirtung,CA,2021-01-19 17:06:53,66.1451,-65.7125,30.2,59,75,21.85
392,Luang Prabang,LA,2021-01-19 17:06:53,19.8856,102.1347,60.04,72,0,0.92
393,Ewa Beach,US,2021-01-19 17:06:53,21.3156,-158.0072,69.8,88,40,3.44
394,Linhai,CN,2021-01-19 17:06:54,28.85,121.1167,46.0,67,89,0.67
395,Kiama,AU,2021-01-19 17:06:54,-34.6833,150.8667,63.0,90,94,5.01
396,Veraval,IN,2021-01-19 17:06:25,20.9,70.3667,71.46,44,0,12.71
397,Helong,CN,2021-01-19 17:06:54,42.5397,128.9972,4.37,84,0,4.18
398,Ostersund,SE,2021-01-19 17:06:54,63.1792,14.6357,5.0,85,90,3.85
399,Sao Filipe,CV,2021-01-19 17:06:54,14.8961,-24.4956,74.68,62,100,9.26
400,Nikolskoye,RU,2021-01-19 17:06:55,59.7035,30.7861,23.0,86,75,2.24
401,Kerewan,GM,2021-01-19 17:06:55,13.4898,-16.0888,93.2,21,0,10.0
402,Vagur,FO,2021-01-19 17:06:55,61.4732,-6.8119,40.42,73,41,10.27
403,Mount Gambier,AU,2021-01-19 17:06:55,-37.8333,140.7667,46.4,87,0,8.05
404,Barra,BR,2021-01-19 17:06:55,-11.0894,-43.1417,88.34,35,13,5.01
405,Shizunai,JP,2021-01-19 17:06:55,42.3339,142.3669,18.81,87,84,16.71
406,Jalu,LY,2021-01-19 17:06:56,29.0331,21.5482,54.59,51,39,8.39
407,De Aar,ZA,2021-01-19 17:06:56,-30.6497,24.0123,89.69,12,26,17.27
408,Riberalta,BO,2021-01-19 17:06:56,-10.9833,-66.1,80.6,69,75,11.5
409,Panama City,PA,2021-01-19 17:03:28,8.9936,-79.5197,91.4,62,20,14.97
410,Kahului,US,2021-01-19 17:06:56,20.8947,-156.47,71.6,68,40,12.66
411,Senneterre,CA,2021-01-19 17:06:56,48.3835,-77.2328,8.6,85,90,6.91
412,La Tuque,CA,2021-01-19 17:06:56,47.4334,-72.7824,6.8,61,74,3.44
413,Beska,RS,2021-01-19 17:06:57,45.1297,20.0661,37.4,93,100,4.61
414,Tromso,NO,2021-01-19 17:06:57,69.6496,18.957,21.2,73,0,3.44
415,Quarai,BR,2021-01-19 17:06:57,-30.3875,-56.4514,89.58,21,0,12.77
416,Klaksvik,FO,2021-01-19 17:06:57,62.2266,-6.589,35.6,87,42,9.22
417,Bayir,TR,2021-01-19 17:06:57,37.2687,28.2167,39.2,30,0,5.75
418,Constitucion,CL,2021-01-19 17:06:57,-35.3333,-72.4167,69.26,64,7,7.05
419,Kanashevo,RU,2021-01-19 17:06:58,55.2169,62.0634,5.0,85,75,6.71
420,Nome,US,2021-01-19 17:06:58,64.5011,-165.4064,-2.2,78,1,20.71
421,Vestmannaeyjar,IS,2021-01-19 17:06:58,63.4427,-20.2734,33.8,69,40,11.5
422,Dabat,ET,2021-01-19 17:06:58,12.9842,37.765,53.02,41,64,2.06
423,Minusinsk,RU,2021-01-19 17:06:58,53.7103,91.6875,10.4,67,0,6.71
424,Faanui,PF,2021-01-19 17:06:59,-16.4833,-151.75,81.03,73,1,13.94
425,Ranau,MY,2021-01-19 17:06:59,5.9538,116.6641,77.0,94,20,2.3
426,Roma,US,2021-01-19 17:06:35,43.2128,-75.4557,35.01,74,90,13.42
427,Xinyu,CN,2021-01-19 17:05:15,27.8043,114.9334,45.72,57,0,2.82
428,Oksfjord,NO,2021-01-19 17:06:59,70.2396,22.3479,30.2,64,0,16.11
429,Longyearbyen,SJ,2021-01-19 17:06:59,78.2186,15.6401,17.6,62,20,23.02
430,Nanuque,BR,2021-01-19 17:06:59,-17.8392,-40.3539,88.39,41,0,8.95
431,Saint-Louis,SN,2021-01-19 17:07:00,16.3333,-15.0,89.6,17,40,4.61
432,Cockburn Town,TC,2021-01-19 17:07:00,21.4612,-71.1419,82.4,65,40,14.97
433,Tessalit,ML,2021-01-19 17:07:00,20.1986,1.0114,79.21,14,75,8.84
434,Kumbhraj,IN,2021-01-19 17:07:00,24.3667,77.05,63.12,48,0,6.64
435,Antalaha,MG,2021-01-19 17:07:00,-14.9003,50.2788,74.61,92,100,15.7
436,Moerai,PF,2021-01-19 17:07:00,-22.4333,-151.3333,80.4,75,96,13.06
437,Nyagan,RU,2021-01-19 17:07:01,62.1406,65.3936,-17.16,83,4,5.93
438,Namie,JP,2021-01-19 17:07:01,37.4833,141.0,27.0,66,66,9.89
439,Pedra Azul,BR,2021-01-19 17:07:01,-16.0053,-41.2972,86.38,30,0,6.85
440,Itoman,JP,2021-01-19 17:07:01,26.1247,127.6694,62.6,67,75,11.5
441,Palestine,PS,2021-01-19 17:03:31,31.9216,35.2033,53.6,82,75,3.44
442,Leshukonskoye,RU,2021-01-19 17:07:01,64.8989,45.7622,14.74,96,99,7.58
443,Bestobe,KZ,2021-01-19 17:07:02,52.4994,73.0975,-4.99,90,94,7.61
444,Zeya,RU,2021-01-19 17:07:02,53.75,127.2667,-23.01,83,78,3.13
445,Hun,LY,2021-01-19 17:07:02,29.1268,15.9477,57.47,48,37,7.0
446,Togul,RU,2021-01-19 17:07:02,53.465,85.9128,-9.17,90,88,3.65
447,Havoysund,NO,2021-01-19 17:07:02,70.9963,24.6622,24.8,100,90,10.36
448,Paramonga,PE,2021-01-19 17:07:02,-10.6667,-77.8333,76.44,66,34,9.71
449,Ola,RU,2021-01-19 17:07:03,59.5833,151.2833,-15.66,81,100,13.6
450,Bulawayo,ZW,2021-01-19 17:04:59,-20.15,28.5833,64.36,88,95,10.4
451,Mildura,AU,2021-01-19 17:07:03,-34.2,142.15,62.6,34,0,9.22
452,Krasnyy Yar,RU,2021-01-19 17:07:03,46.5331,48.3456,21.2,79,75,4.47
453,Surt,LY,2021-01-19 17:07:03,31.2089,16.5887,58.51,57,6,10.71
454,Anna,RU,2021-01-19 17:07:03,51.4842,40.4299,0.91,94,100,4.27
455,Antofagasta,CL,2021-01-19 17:07:05,-23.65,-70.4,75.0,64,20,13.8
456,Preston,GB,2021-01-19 17:07:05,53.7667,-2.7167,48.99,100,75,17.27
457,Broken Hill,AU,2021-01-19 17:07:05,-31.95,141.4333,69.8,19,25,9.22
458,Zima,RU,2021-01-19 17:07:05,53.9202,102.0442,6.69,95,100,1.92
459,Majene,ID,2021-01-19 17:07:05,-3.5403,118.9707,76.98,84,100,4.25
460,Prince Rupert,CA,2021-01-19 17:07:05,54.3161,-130.3201,41.0,81,90,11.5
461,Kawalu,ID,2021-01-19 17:07:06,-7.3817,108.2082,73.76,89,100,2.86
462,Rafai,CF,2021-01-19 17:07:06,4.95,23.9167,83.57,23,43,2.62
463,Clyde,US,2021-01-19 17:07:06,41.3042,-82.9752,30.99,75,26,3.0
464,Meybod,IR,2021-01-19 17:07:06,32.2501,54.0166,53.6,17,0,4.61
465,Karratha,AU,2021-01-19 17:07:06,-20.7377,116.8463,88.52,62,13,11.01
466,Bulgan,MN,2021-01-19 17:07:06,48.8125,103.5347,13.89,78,1,4.7
467,Severomuysk,RU,2021-01-19 17:07:07,56.1481,113.4267,-14.91,91,99,1.39
468,Antsohihy,MG,2021-01-19 17:02:11,-14.8796,47.9875,75.81,95,100,5.73
469,Xiuyan,CN,2021-01-19 17:07:07,40.2928,123.2744,12.09,92,98,3.85
470,Husavik,IS,2021-01-19 17:07:07,66.0449,-17.3389,32.0,86,90,19.57
471,Deputatskiy,RU,2021-01-19 17:07:07,69.3,139.9,-37.1,85,49,0.22
472,San Quintin,MX,2021-01-19 17:07:07,30.4833,-115.95,62.26,73,97,17.47
473,Desaguadero,PE,2021-01-19 17:07:08,-16.5656,-69.0417,54.25,62,32,10.76
474,Beitbridge,ZW,2021-01-19 17:07:08,-22.2167,30.0,75.13,66,76,14.32
475,Manuk Mangkaw,PH,2021-01-19 17:07:08,4.8,119.85,82.0,78,43,9.57
476,Petropavl,KZ,2021-01-19 17:07:08,54.8753,69.1628,-5.22,90,95,7.7
477,Kundiawa,PG,2021-01-19 17:07:08,-6.0167,144.9667,59.92,78,99,2.77
478,Kristiansund,NO,2021-01-19 17:07:08,63.1115,7.732,32.0,64,0,3.44
479,Mizque,BO,2021-01-19 17:07:08,-17.941,-65.3402,72.36,43,32,8.14
480,Ugoofaaru,MV,2021-01-19 17:07:09,5.6667,73.0,82.04,70,0,9.91
481,Usvyaty,RU,2021-01-19 17:07:09,55.7456,30.7533,7.2,96,96,2.33
482,Nichinan,JP,2021-01-19 17:04:52,31.6,131.3667,35.01,80,41,5.99
483,Ambovombe,MG,2021-01-19 17:07:09,-25.1667,46.0833,75.6,86,98,18.59
484,Petatlan,MX,2021-01-19 17:07:09,17.5167,-101.2667,86.0,66,75,3.62
485,Abnub,EG,2021-01-19 17:07:10,27.2696,31.1511,66.2,37,0,13.8
486,Ufimskiy,RU,2021-01-19 17:07:10,56.7084,58.0517,12.34,95,100,13.0
487,Vardo,NO,2021-01-19 17:03:07,70.3705,31.1107,21.2,86,75,11.5
488,Cartagena Del Chaira,CO,2021-01-19 17:07:10,1.3349,-74.8429,90.21,40,77,7.45
489,Belchatow,PL,2021-01-19 17:04:45,51.3688,19.3567,33.8,93,100,4.61
490,Barao De Melgaco,BR,2021-01-19 17:05:07,-16.1944,-55.9675,78.8,78,75,5.75
491,Souillac,MU,2021-01-19 17:07:11,-20.5167,57.5167,80.6,89,75,3.44
492,Grand-Santi,GF,2021-01-19 17:07:11,4.25,-54.3833,86.68,56,46,6.42
493,Kholodnyy,RU,2021-01-19 17:07:11,62.7167,147.95,-29.51,82,64,3.58
494,Estelle,US,2021-01-19 17:07:11,29.8458,-90.1067,69.01,63,20,10.36
495,Marienburg,PL,2021-01-19 17:07:11,54.0359,19.0266,23.0,100,90,9.22
496,Moyale,KE,2021-01-19 17:07:11,3.5167,39.0584,79.72,26,100,11.36
497,Gorontalo,ID,2021-01-19 17:07:12,0.5412,123.0595,77.63,86,89,2.1
498,Svetlaya,RU,2021-01-19 17:07:12,46.5389,138.3297,-3.98,77,5,8.16
499,Camacupa,AO,2021-01-19 17:04:15,-12.0167,17.4833,67.6,83,100,8.21
500,Santiago Del Estero,AR,2021-01-19 17:07:12,-27.7951,-64.2615,88.0,30,6,1.99
501,Olinda,BR,2021-01-19 17:07:12,-8.0089,-34.8553,82.4,65,40,9.22
502,Rocha,UY,2021-01-19 17:07:12,-34.4833,-54.3333,90.84,25,0,4.47
503,Mahajanga,MG,2021-01-19 17:07:12,-15.7167,46.3167,82.4,89,40,14.97
504,Oil City,US,2021-01-19 17:07:13,41.4339,-79.7064,30.99,69,90,11.5
505,Rio Gallegos,AR,2021-01-19 17:06:37,-51.6226,-69.2181,68.0,37,40,9.22
506,Sandwick,GB,2021-01-19 17:07:13,60.0,-1.25,37.4,93,40,4.61
507,Anse-Bertrand,GP,2021-01-19 17:07:13,16.4721,-61.5078,82.4,65,40,16.11
508,Fort Dix,US,2021-01-19 17:07:14,40.0298,-74.6185,41.0,60,0,3.0
509,Oskemen,KZ,2021-01-19 17:07:14,49.9565,82.6119,1.4,85,20,2.24
510,Sturgeon Bay,US,2021-01-19 17:07:15,44.8342,-87.377,19.4,68,20,11.5
511,Los Llanos De Aridane,ES,2021-01-19 17:06:14,28.6585,-17.9182,66.2,63,40,1.14
512,Tiarei,PF,2021-01-19 17:07:15,-17.5333,-149.3333,80.6,74,20,3.44
513,Bosconia,CO,2021-01-19 17:07:16,9.9689,-73.8836,97.68,20,84,9.44
514,Gamba,GA,2021-01-19 17:07:16,-2.65,10.0,79.7,76,99,5.41
515,Haines Junction,CA,2021-01-19 17:07:16,60.7522,-137.5108,30.2,74,100,4.61
516,Zhigansk,RU,2021-01-19 17:07:17,66.7697,123.3711,-53.84,72,52,3.58
517,Ojinaga,MX,2021-01-19 17:07:17,29.5667,-104.4167,53.6,40,1,5.75
518,Hay River,CA,2021-01-19 17:05:57,60.8156,-115.7999,28.4,74,100,18.41
519,Pareora,NZ,2021-01-19 17:07:18,-44.4871,171.2132,52.0,43,65,9.33
520,Kamenka,RU,2021-01-19 17:07:18,51.3223,42.7678,-7.01,85,100,2.57
521,Shahr-E Babak,IR,2021-01-19 17:07:18,30.1165,55.1186,46.56,44,0,5.03
522,Waverly,US,2021-01-19 17:07:18,42.7392,-84.6208,28.4,74,90,13.8
523,Zastavna,UA,2021-01-19 17:07:18,48.5231,25.8437,18.27,95,95,4.25
524,Moose Factory,CA,2021-01-19 17:06:18,51.2585,-80.6094,-4.0,71,20,6.91
525,Borshchiv,UA,2021-01-19 17:07:19,48.8033,26.0435,16.7,97,95,4.76
526,Knokke-Heist,BE,2021-01-19 17:07:19,51.3333,3.3333,48.2,81,75,29.93
527,Luau,AO,2021-01-19 17:07:19,-10.7073,22.2247,69.1,95,84,4.18
528,Belmonte,BR,2021-01-19 17:07:19,-15.8631,-38.8828,84.2,61,40,12.66
529,Winder,US,2021-01-19 17:07:19,33.9926,-83.7202,57.99,26,1,10.36
530,Puerto Madero,MX,2021-01-19 17:07:19,14.7208,-92.4215,87.8,55,20,3.44
531,Bayevo,RU,2021-01-19 17:07:20,53.2833,80.7667,-12.8,88,85,2.37
532,Iqaluit,CA,2021-01-19 17:07:20,63.7506,-68.5145,32.0,86,90,16.11
533,Ulaanbaatar,MN,2021-01-19 17:07:20,47.9077,106.8832,-9.4,84,41,6.71
534,Chapais,CA,2021-01-19 17:07:20,49.7834,-74.8492,-4.0,77,90,3.44
535,Monze,ZM,2021-01-19 17:07:20,-16.2833,27.4833,68.99,94,100,1.72
536,Narsaq,GL,2021-01-19 17:03:08,60.9167,-46.05,28.4,54,75,2.3
537,Teknaf,BD,2021-01-19 17:07:20,20.8624,92.3058,62.6,74,6,5.26
538,Sorland,NO,2021-01-19 17:07:21,67.667,12.6934,35.6,64,0,16.11
539,Mahanoro,MG,2021-01-19 17:07:21,-19.9,48.8,79.39,87,32,6.33
540,Pemangkat,ID,2021-01-19 17:07:21,1.1667,108.9667,77.7,88,100,9.35
541,Mangochi,MW,2021-01-19 17:07:21,-14.4782,35.2645,76.93,78,100,1.36
542,Tomelloso,ES,2021-01-19 17:07:21,39.1522,-3.0243,53.6,50,0,1.14
543,Hantsport,CA,2021-01-19 17:07:21,45.0668,-64.1654,27.0,58,7,12.66
544,Kobrinskoye,RU,2021-01-19 17:07:21,59.4225,30.1239,23.0,86,75,2.24
545,Marsa Matruh,EG,2021-01-19 17:07:22,31.3525,27.2453,57.2,62,75,13.8
546,Ekimchan,RU,2021-01-19 17:07:22,53.0667,132.9667,-32.28,76,43,2.84
547,Abu Dhabi,AE,2021-01-19 17:03:55,24.4667,54.3667,69.8,83,0,3.44
548,Shaunavon,CA,2021-01-19 17:07:22,49.6501,-108.4181,10.4,85,60,11.5
549,Mpongwe,ZM,2021-01-19 17:07:22,-13.5091,28.155,68.58,92,91,1.45
550,Wuda,CN,2021-01-19 17:07:22,39.4994,106.7117,23.02,70,0,7.54
551,Kamaishi,JP,2021-01-19 17:07:22,39.2667,141.8833,15.94,87,0,6.96
552,Pirovskoye,RU,2021-01-19 17:07:23,57.6267,92.2658,-8.19,90,100,5.37
553,Aklavik,CA,2021-01-19 17:07:23,68.2191,-135.0107,-2.2,84,90,13.8
554,Harer,ET,2021-01-19 17:07:23,9.3094,42.1258,59.81,45,2,8.77
555,Bogomila,MK,2021-01-19 17:07:23,41.5931,21.4717,28.4,74,0,2.71
556,Uchiza,PE,2021-01-19 17:07:23,-8.4592,-76.4633,79.11,80,73,2.42
557,Verkhoyansk,RU,2021-01-19 17:07:23,67.5447,133.385,-33.45,80,100,1.7
558,Rincon,US,2021-01-19 17:07:23,32.296,-81.2354,60.8,27,1,2.89
559,Paratinga,BR,2021-01-19 17:07:24,-12.6906,-43.1842,88.79,32,70,2.93
560,Qarqin,AF,2021-01-19 17:04:15,37.4185,66.0436,53.69,58,0,7.83
561,Rindal,NO,2021-01-19 17:07:24,63.0565,9.2124,20.48,87,99,6.08
562,Manaure,CO,2021-01-19 17:07:24,11.7751,-72.4445,85.1,59,49,22.08
563,Taoudenni,ML,2021-01-19 17:07:24,22.6783,-3.9836,77.27,16,3,11.18
564,Delmas,HT,2021-01-19 17:07:25,18.5447,-72.3028,86.0,54,75,11.5
565,Ayagoz,KZ,2021-01-19 17:07:25,47.9714,80.4392,16.88,90,73,6.33
566,Salamanca,ES,2021-01-19 17:07:25,40.8333,-6.0,44.01,77,100,1.99
567,Flin Flon,CA,2021-01-19 17:07:25,54.7682,-101.865,-9.4,84,90,4.61
568,Sabang,ID,2021-01-19 17:07:25,5.8933,95.3214,80.4,79,100,15.88
569,Durban,ZA,2021-01-19 17:06:33,-29.8579,31.0292,78.8,73,0,16.11
570,Ust-Nera,RU,2021-01-19 17:07:26,64.5667,143.2,-21.51,72,98,0.63
571,Ous,RU,2021-01-19 17:07:26,60.9058,61.5186,-9.92,88,51,6.24
572,Weligama,LK,2021-01-19 17:07:26,5.9667,80.4167,76.01,88,11,6.87
573,Porto Novo,BJ,2021-01-19 17:07:26,6.4965,2.6036,86.0,74,20,13.8
574,Oranjemund,NA,2021-01-19 17:07:26,-28.55,16.4333,67.6,76,0,21.99
